4
5

0.0125, 0.025, 0.1, 0.5, 
1.431743858007233e8, 1.492752941585944e8, 1.43413072571042e8, 1.4145356086251596e8, 
4.2807139672699267e8, 4.9790183412713873e8, 5.113031365311446e8, 4.9706602274817646e8, 
2.13566732364751e8, 2.1158425280444667e8, 2.118963597245436e8, 2.1429986040901357e8, 
6.195469542616484e8, 6.21623032700382e8, 6.002520583629156e8, 6.156301603281472e8, 
2.5465022050174522e8, 2.3825990972272453e8, 2.5109115391852796e8, 2.337239781153305e8, 

5.40033268447486e9, 1.350083171118715e9, 8.438019819491969e7, 3.3752079277967885e6, 
5.422981319826683e9, 1.3557453299566708e9, 8.473408312229192e7, 3.3893633248916776e6, 
5.3966579199410095e9, 1.3491644799852524e9, 8.432277999907827e7, 3.372911199963132e6, 
5.398651702266296e9, 1.349662925566574e9, 8.435393284791088e7, 3.374157313916436e6, 
5.3673930117834635e9, 1.3418482529458659e9, 8.386551580911662e7, 3.354620632364665e6, 
