4
5

0.0125, 0.025, 0.1, 0.5, 
337132.9259068253, 343976.03980000236, 242369.3785384773, 305571.8799110736, 
446395.5377215918, 246697.4881364356, 445774.2341067092, 182761.46336282953, 
294273.6663090212, 220167.2779857021, 347312.89964402176, 253024.11044555609, 
241896.98885300232, 269404.0942412604, 271706.5749984279, 175056.4052448753, 
193318.79083329852, 448416.46197233954, 313098.8619861697, 442826.87606646935, 

3.5306532372531433e9, 8.826633093132858e8, 5.5166456832080364e7, 2.206658273283215e6, 
3.552001732063231e9, 8.880004330158077e8, 5.5500027063487984e7, 2.2200010825395198e6, 
3.5604397083563004e9, 8.901099270890751e8, 5.563187044306719e7, 2.225274817722688e6, 
3.569785954039538e9, 8.924464885098845e8, 5.577790553186778e7, 2.2311162212747117e6, 
3.556600888237995e9, 8.891502220594988e8, 5.5571888878718674e7, 2.2228755551487473e6, 
