4
5

0.0125, 0.025, 0.1, 0.5, 
3.008084320332559e8, 3.749901277644752e8, 3.582170109047624e8, 4.350081525474181e8, 
7.210657666257436e8, 5.882740630442458e8, 7.166055746267242e8, 5.378298551656681e8, 
3.443504008444542e8, 3.486909269788598e8, 3.7200166092176086e8, 4.801999259044639e8, 
5.139908531504261e8, 5.1871917199309033e8, 5.190868356972931e8, 5.217262063296045e8, 
8.0637229355932e8, 5.865963885027326e8, 8.126295096336864e8, 4.229537987947362e8, 

5.439538358637103e9, 1.3598845896592758e9, 8.499278685370474e7, 3.39971147414819e6, 
5.45319034120017e9, 1.3632975853000424e9, 8.520609908125265e7, 3.4082439632501067e6, 
5.442599170745416e9, 1.360649792686354e9, 8.504061204289712e7, 3.4016244817158855e6, 
5.431347707890378e9, 1.3578369269725945e9, 8.486480793578716e7, 3.394592317431487e6, 
5.406565911303277e9, 1.3516414778258193e9, 8.44775923641137e7, 3.379103694564549e6, 
