11
10

0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.06, 0.07, 0.08, 0.09, 0.1, 
-0.025621743169395705, -0.21577104997382565, -0.1629624697955973, -0.2765297479339389, -0.30258859452441517, -0.32065011221309253, -0.2903188285621216, -0.3265898364929259, -0.299166308366562, -0.32855154735958675, -0.3390676563318448, 
-0.1389176559320131, -0.21442036978904694, -0.16484331491513296, -0.2832819972638206, -0.2840024059061448, -0.29246487888411854, -0.3442880982663894, -0.33627554614934885, -0.3291800299362125, -0.33644716023707694, -0.3284886499534727, 
-0.017541281054153073, 0.03305152416145036, -0.22163353607793976, -0.22853488856963305, -0.22562179841417154, -0.28124576111941657, -0.3344067291695966, -0.3295755837850527, -0.32619100914179827, -0.3542834792526908, -0.34232335356018717, 
-0.025237393193020315, -0.1250404274534841, -0.20740074522460952, -0.28068053835697077, -0.2975834645750172, -0.33218056848486666, -0.27813634834848155, -0.2993767453459855, -0.34569757956656344, -0.32722872276813086, -0.3464362516655794, 
-0.0734778353957734, -0.1248097220466541, -0.17735464077670754, -0.22191291235796354, -0.2998694480530207, -0.2990658629782579, -0.3059791141915843, -0.2878330626708001, -0.30789809951329816, -0.3406780989901003, -0.32033560552232404, 
-0.12864305739436888, -0.17634008315144573, -0.19910276207866406, -0.268244348833493, -0.3181274412111109, -0.337200789428347, -0.27143477817402306, -0.328832388338116, -0.32940018569412993, -0.30218723247919244, -0.3383488735868356, 
-0.09085111184764967, -0.18874576480105573, -0.21192220198127687, -0.24265929533812367, -0.3126552364334656, -0.3297692855251553, -0.3178830032204486, -0.2941626309517975, -0.33184924109503205, -0.3167919818438147, -0.3416738380538905, 
0.026601909369165316, -0.0947201149510848, -0.17501085856346732, -0.22679195282015852, -0.26819407708853976, -0.3297737895113473, -0.3391397725154149, -0.3327013248386048, -0.3251957056987093, -0.33557309500066496, -0.3149918338241035, 
-0.12042578413042945, -0.21583943155339258, -0.17271934928051189, -0.2638003704024266, -0.26000522562277506, -0.27596700341254027, -0.32947771900089223, -0.3329959679077503, -0.34637347862005413, -0.3442634261375697, -0.34417010662034647, 
-0.17047144626521674, -0.17593982419284962, -0.28869144656443446, -0.20587604434211937, -0.23181989149374854, -0.3156970813583369, -0.3340549764534919, -0.3349594909170049, -0.322229384025917, -0.33339566704365076, -0.3484969191244519, 

