4
5

0.0125, 0.025, 0.1, 0.5, 
220919.67106809607, 219295.89102152138, 220344.38765087439, 221142.16423722115, 
176058.76642880432, 172601.25239676484, 173623.29129782063, 178678.61087035862, 
161956.52989264316, 160163.16680309427, 163898.67569005344, 164439.92665663097, 
205178.23426975065, 207861.9255251489, 205733.139983352, 210054.70927013262, 
238830.15548862348, 220084.21919674624, 172721.6032261105, 173674.8121796309, 

5.421715890515569e9, 1.3554289726288922e9, 8.471431078930576e7, 3.3885724315722315e6, 
5.393872966220685e9, 1.3484682415551713e9, 8.42792650971982e7, 3.371170603887929e6, 
5.443016393443399e9, 1.3607540983608499e9, 8.504713114755312e7, 3.4018852459021257e6, 
5.493632128244253e9, 1.3734080320610633e9, 8.583800200381646e7, 3.433520080152659e6, 
5.441544040009421e9, 1.3603860100023553e9, 8.502412562514721e7, 3.400965025005889e6, 
