4
5

0.0125, 0.025, 0.1, 0.5, 
318615.7379610281, 322244.58504873153, 307852.01874257467, 309288.58150832116, 
248989.6513932464, 255508.66888076015, 222129.86328510367, 256550.9159744121, 
42647.28559873613, 41891.08644950974, 42142.345391208895, 42357.5240658732, 
122244.33169284757, 122900.34190142238, 124386.42945975799, 125706.17556975629, 
551605.988606455, 544835.7199669102, 538504.1844363164, 533030.2369738902, 

5.382160922784952e9, 1.345540230696238e9, 8.409626441851488e7, 3.363850576740596e6, 
5.416812228541749e9, 1.3542030571354373e9, 8.463769107096483e7, 3.385507642838594e6, 
5.41450094783953e9, 1.3536252369598825e9, 8.460157730999266e7, 3.384063092399707e6, 
5.424469527865923e9, 1.3561173819664807e9, 8.475733637290505e7, 3.3902934549162025e6, 
5.390425086258713e9, 1.3476062715646782e9, 8.422539197279239e7, 3.369015678911696e6, 
